Protein ID,Gene name,Control1,Control2,Control3,Disease1,Disease2,Disease3
P12821, ACE ,1.361563457,0.857641832,1.542759185,1.276129778,1.388790588,1.558725217
P12829, MYL4 ,7.450524484,5.809807716,3.348655119,6.246962485,4.521645349,4.758933798
P12883, MYH7 ,11.69112827,11.69915014,11.48212942,12.0810596,11.60523468,11.82764324
P12931, SRC ,-5.012348917,-5.404130565,-4.459336233,-4.62458902,-4.413919188,-4.261761884
P12955, PEPD ,0.41550586,0.66454008,0.37302393,0.538494425,0.556930415,0.072214495
P12956, XRCC6 ,3.558604891,3.297906513,3.250268589,3.255980934,3.183364769,3.561909796
P13010, XRCC5 ,3.460730569,3.513138195,3.458590876,3.12856039,3.005256485,3.368431894
P13051, UNG ,-0.667934965,-0.578181322,-0.493122559,-0.303134742,0.142961475,-0.098920606
P13073, COX4I1 ,5.519547397,5.365096466,5.773530857,5.418166817,5.957720963,5.831178682
P13196, ALAS1 ,0.62368282,0.67798996,0.340118593,0.089375736,0.37625127,0.539138488
P13224, GP1BB ,-4.633677236,-2.917309571,-3.723612562,-2.963120803,-2.994312693,-4.615387149
P13489, RNH1 ,3.590097762,3.727454416,3.834509642,3.449893034,3.369932497,3.258398586
P13533, MYH6 ,8.041273023,8.650588423,3.566414975,6.198101324,4.918233289,6.257036775
P13535, MYH8 ,0.682738645,-0.713462835,0.875285255,-0.23535294,-0.381880033,-0.683002341
P13591, NCAM1 ,2.852328895,2.947475933,2.720052143,3.504160001,2.774887499,3.303951512
P13611, VCAN ,2.790160311,2.711509938,3.117565519,3.209633868,2.455526881,2.476909018
P13637, ATP1A3 ,5.228331703,4.881349666,4.749918759,4.721422667,4.98561497,5.304020924
P13639, EEF2 ,5.56677235,5.618767526,5.312460307,5.617520698,5.348112481,5.345009919
P13667, PDIA4 ,2.447475767,2.320375521,2.31736457,2.542353019,2.219223103,2.44130358
P13671, C6 ,2.530338025,3.07212115,2.81868094,2.678703914,2.761340397,1.649190967
P13674, P4HA1 ,1.608103732,1.82263517,1.277844281,1.692699502,1.489349983,1.691151017
P13693, TPT1 ,2.738324932,2.578976222,2.379940808,2.533166422,2.703367032,2.392211166
P13716, ALAD ,1.907102133,2.369332526,2.919084654,2.159982802,2.567692245,2.036044372
P13747, HLA-E ,0.165006153,-0.165764745,0.185090211,0.228060279,0.250189866,0.006170541
P13762, HLA-DRB4 ,-1.66259904,-2.76968015,-2.140666266,-2.848183837,-1.987847292,-2.652975062
P13796, LCP1 ,0.827367615,0.459451504,0.791678203,0.474850148,0.824781134,0.113354866
P13797, PLS3 ,3.411364665,3.063650399,3.314952837,3.392123338,3.149440214,3.392759536
P13798, APEH ,2.439772289,2.356778868,2.131903413,2.293853054,2.581447519,2.212366553
P13804, ETFA ,5.013613423,5.138960679,4.875898303,4.985152515,5.359144402,5.157598416
P13807, GYS1 ,2.456754054,2.482473302,2.422097903,2.769499452,2.660286758,2.804569104
P13861, PRKAR2A ,3.325298915,3.235462092,3.048780977,3.167126994,3.14078603,3.501692958
P13929, ENO3 ,6.034480682,6.680647058,5.360768499,6.279135454,5.664910915,5.155214876
P13987, CD59 ,0.940869555,1.157315182,0.997443179,0.94763611,1.489187837,1.2805508
P13995, MTHFD2 ,-0.700895634,-0.589367663,-0.798536004,-0.574311487,-0.665377617,-0.780102979
P14151, SELL ,-1.840286825,-1.507658373,-2.162144817,-2.901172639,-2.489387698,-2.478412273
P14174, MIF ,1.00391344,1.076091765,0.778646279,0.791819699,0.78421725,0.643848133
P14209, CD99 ,0.495355682,0.592156931,0.381595351,-0.26407181,0.352332789,0.517597522
P14314, PRKCSH ,2.676764223,2.391078418,2.529480538,2.823309634,2.647794675,2.631953001
P14317, HCLS1 ,1.36179866,1.107317153,1.204296335,1.423415037,1.915904704,1.202987192
P14324, FDPS ,-0.292423162,-0.345699693,-0.235671231,-0.293897096,-0.329978932,-0.595793312
P14406, COX7A2 ,2.053680097,2.645786958,3.537219365,2.329950244,2.36130043,2.299335062
P14415, ATP1B2 ,0.468319597,0.115964702,0.14654808,0.525715507,0.164685075,0.548880746
P14543, NID1 ,2.327367814,2.414921403,2.487128065,2.264932258,2.591163602,2.503797617
P14550, AKR1A1 ,3.090525022,3.020938095,2.474971793,2.374660697,2.976205856,2.696575645
P14555, PLA2G2A ,-1.746307427,0.040089432,-1.005941164,-2.692568238,-2.57478089,-2.322791967
P14618, PKM ,7.003442427,6.984588262,6.791093022,6.677161749,6.854218038,6.515234738
P14621, ACYP2 ,1.886324887,1.810473808,1.591524823,1.614579636,1.692652954,1.785883591
P14625, HSP90B1 ,4.812846253,4.84500536,4.770600392,5.163035319,4.88975994,4.941173176
P14649, MYL6B ,0.694613774,-0.847749942,-2.153704994,-0.009698715,-0.991890944,-1.215230153
P14672, SLC2A4 ,0.957668928,-0.321463719,0.015793907,-0.184028895,0.347364524,0.567393088
P14735, IDE ,3.372031967,3.179268366,3.99359933,3.054624015,2.793510929,2.927847923
P14770, GP9 ,-5.137324219,-4.084026832,-4.968527325,-4.551114912,-3.945517416,-5.196456458
P14854, COX6B1 ,3.133426075,3.619567912,3.970702949,3.337949131,4.267122146,3.662721975
P14866, HNRNPL ,4.235569184,4.23656394,3.877741074,3.836095789,3.764236672,4.293082127
P14868, DARS ,3.100425262,2.947617589,2.877715136,3.138529335,2.931502739,3.101467776
P14923, JUP ,3.799769508,3.613777347,3.853335694,4.086700746,3.966179038,4.322983612
P14927, UQCRB ,3.894774674,4.954189277,5.427140186,4.618685024,5.098145211,4.781243959
P15090, FABP4 ,3.824839037,2.252716325,2.867876944,2.927224163,4.06912461,4.155107139
P15104, GLUL ,1.291436769,1.420912916,0.87486948,1.414028922,1.135333021,0.985351435
P15121, AKR1B1 ,3.155368888,3.615294048,3.003617754,3.060365276,2.86170998,2.468510893
P15144, ANPEP ,-0.415390129,-0.072954171,-1.781788659,-0.749847169,-1.300017158,-0.415060181
P15151, PVR ,-0.801212854,-0.805558393,-1.287548488,-0.923032195,-0.584590089,-0.742042787
P15169, CPN1 ,-0.068522832,0.639855441,0.116862451,-0.516638352,0.351327528,-0.370171995
P15170, GSPT1 ,2.412330115,2.182786666,2.250108298,2.309347903,1.974258721,2.179571177
P15259, PGAM2 ,5.895959389,5.625512422,5.519557099,5.816692102,5.892618764,5.650818348
P15289, ARSA ,-6.409660942,-4.174253978,-6.058035981,-7.48349147,-6.16723839,-6.571094059
P15311, EZR ,3.45203032,3.668516038,3.189585648,3.365331917,3.472813405,2.932417117
P15374, UCHL3 ,0.699708787,0.744920969,0.726714647,0.647536172,0.817825326,0.251544969
P15502, ELN ,-5.727864041,-4.959425996,-4.999294725,-4.920073615,-5.17931897,-5.721394724
P15529, CD46 ,0.532881693,0.404205701,0.611053095,0.824960791,0.450145038,0.702940474
P15531, NME1 ,-0.753558358,-1.417122566,-1.045295125,0.00954917,0.04246976,-1.264908353
P15559, NQO1 ,0.063372844,-0.902587332,-0.932132026,-1.139301313,-0.978048304,-1.635114479
P15586, GNS ,-4.464447061,-4.262015399,-4.651981311,-3.947925862,-3.317197428,-4.482069219
P15735, PHKG2 ,-0.229417583,0.12691443,-0.4614872,-0.354917809,-0.159117892,-0.340668431
P15848, ARSB ,0.332817093,-0.03663234,0.164621797,-0.415215324,0.250711693,0.192227006
P15880, RPS2 ,-0.918329418,-0.770052814,-1.191243101,-0.605399165,-0.749010077,-0.673524172
P15882, CHN1 ,-3.331844606,-3.247911105,-3.864176784,-2.800160584,-4.20853907,-3.525775041
P15907, ST6GAL1 ,-4.264332106,-3.915379124,-4.548692806,-4.318752202,-3.85225659,-4.483724776
P15924, DSP ,6.23682534,6.176234179,6.060951238,6.394266013,6.411420963,6.446217782
P15927, RPA2 ,-0.42090909,-1.451139383,-0.589258303,-0.69168567,-0.836829411,-0.557757649
P15954, COX7C ,1.550734831,2.613259519,2.45139364,1.317367332,2.315229119,2.432390211
P16035, TIMP2 ,-1.317010343,-0.467697569,-0.946536064,-0.632598991,-0.654458212,-1.312062511
P16070, CD44 ,-0.412946999,-0.694345289,-0.246667367,-0.77759843,-0.37746499,-0.283144956
P16083, NQO2 ,1.853137744,2.96269497,1.32697139,3.175606354,3.368851301,2.864609993
P16109, SELP ,-0.943333558,-1.137097048,-1.268960256,-0.581509848,-0.803222477,-1.282544459
P16144, ITGB4 ,-0.0052783,-0.423996943,-0.297682865,-0.01684846,-0.441719958,-0.32921992
P16152, CBR1 ,2.950154264,2.85835025,2.877715136,2.936117459,2.689063839,2.804686848
P16157, ANK1 ,2.84788609,2.653432123,3.706125874,3.87527199,3.375565613,2.913761786
P16219, ACADS ,3.090525022,1.662401272,2.466856312,2.909555408,1.962095611,3.138029595
P16220, CREB1,0.683366094,0.82056382,0.410282715,0.819264156,0.687008901,0.742387794
P16278, GLB1 ,-2.183528271,-2.720306096,-2.253278236,-2.43875024,-2.407801122,-1.984819816
P16284, PECAM1 ,1.983271357,2.05028314,1.587089851,1.811990048,1.823285072,2.046105466
P16298, PPP3CB ,-0.158531184,-0.015270228,-0.171226664,-0.080313622,-0.147519936,0.151726277
P16333, NCK1 ,0.178919771,-0.03372097,-0.010273988,0.182382348,0.183537869,0.138384657
P16383, GCFC2 ,-1.232870309,-1.510955892,-1.450034897,-1.342689434,-1.308089773,-1.47974239
P16401, HIST1H1B ,-0.033828848,-0.274708731,-0.005520079,-0.249996127,0.619332757,-0.118256167
P16402, HIST1H1D ,-1.949117933,-2.643664948,-1.575329041,-1.73010393,-1.632094407,-1.757443238
P16403, HIST1H1C ,0.200383717,0.390515821,0.46038632,0.960939226,1.721676392,1.511608758
P16435, POR ,0.259914839,0.228063759,0.344749752,0.391903813,0.101480779,0.330319523
P16452, EPB42 ,0.203449089,0.078991448,1.834536368,1.493582352,0.787553573,0.12921228
P16455, MGMT ,-1.657632349,-1.672287368,-0.733759925,-1.303398042,-1.269567087,-1.002236429
P16591, FER ,-1.798056508,-1.846118523,-2.092566741,-1.983616046,-1.755353136,-1.787704453
P16615, ATP2A2 ,6.760808868,6.338416545,6.359608161,6.617216428,6.417340218,6.555236202
P16671, CD36 ,2.66404146,2.409645485,2.388704359,3.032262622,3.101403631,3.122464566
P16930, FAH ,0.217968956,0.534401489,0.390377977,-0.083113745,0.662850666,0.436114187
P16949, STMN1 ,0.173892022,0.57098018,0.400465781,0.163378323,0.786714218,0.270128458
P16989, YBX3 ,1.680226114,1.46353863,1.692771703,1.979887938,1.693548839,1.802251521
P17028, ZNF24 ,-3.289859247,-3.601006025,-3.333085581,-2.940142315,-3.063411563,-2.859185825
P17050, NAGA ,-0.672102383,-0.561167695,-0.546474741,-0.930984077,-0.807127323,-0.58917771
P17066, HSPA6,0.400060714,1.009530339,0.474313254,1.648462146,0.448811594,0.199218306
P17081, RHOQ ,-2.509856227,-2.682844317,-2.704945869,-2.610159723,-2.588554922,-2.57780387
P17152, TMEM11 ,0.500491865,0.574360063,0.528317778,0.605716797,0.453775451,0.805393109
P17174, GOT1 ,5.1875039,4.81251302,4.659544494,4.674448542,5.035677917,4.656320354
P17252, PRKCA ,0.347918986,1.274336787,1.121215958,1.28444059,1.055609896,0.745171625
P17302, GJA1 ,2.425704021,1.466309695,2.554035135,2.623125156,2.031052877,2.412698076
P17480, UBTF ,-1.01042377,-0.995025469,-0.989419977,-1.05088215,-0.560770816,-0.967932745
P17540, CKMT2 ,6.79261587,6.623939953,6.844822711,6.884035149,6.985027061,6.818406677
P17544, ATF7,-0.29786189,-0.424964909,-0.642248464,-1.210104323,-1.225547915,-0.55525724
P17568, NDUFB7 ,2.582263528,3.485305852,3.634987002,3.136541049,3.82882908,3.028401825
P17600, SYN1 ,-0.51586465,-1.52828229,-0.480193566,-1.164238926,-0.264239165,-0.427066035
P17612, PRKACA ,3.111167677,3.416457438,2.976842654,3.296244394,3.922633628,3.743313605
P17655, CAPN2 ,2.821451191,2.674639227,3.065956939,2.739204368,2.634793749,2.460611684
P17661, DES ,5.642697225,5.990650377,5.687587593,5.966710068,6.190000578,5.221538349
P17677, GAP43 ,-2.684450683,-3.246251046,-2.445915523,-2.825559798,-2.68457798,-2.707672289
P17693, HLA-G ,-1.215782311,0.452680332,-1.031278003,0.511715301,0.723131151,0.563167742
P17706, PTPN2 ,-2.599817143,-2.892348118,-2.869990802,-2.851599011,-2.862242546,-3.021423619
P17812, CTPS1 ,0.296629577,0.37812491,0.188005052,0.079635646,0.304177512,0.170365374
P17813, ENG ,-0.03430332,-0.083568209,-0.474672704,0.202660515,0.39150628,0.187177989
P17844, DDX5 ,1.647158665,1.220767957,1.417180713,1.440796067,1.353806985,1.518516668
P17858, PFKL ,0.779929425,0.470771784,0.773346831,0.734954141,0.875986353,0.598024628
P17900, GM2A ,-3.095254861,-2.349509691,-3.157442372,-3.171064906,-2.346932311,-2.630403481
P17931, LGALS3 ,1.146795568,1.725522599,1.44349457,0.943692138,1.443571969,1.341659713
P17980, PSMC3 ,2.624369156,2.731935504,2.589879139,2.743480347,2.734231694,2.544271718
P17987, TCP1 ,4.550270547,4.865542828,4.603196297,4.560172722,4.257590832,4.535595812
P18031, PTPN1 ,0.30883117,0.182762597,0.196681137,0.528292198,0.446080251,0.112518087
P18065, IGFBP2 ,-2.470017749,-2.662775592,-2.530536256,-2.795886545,-2.583436246,-2.798366565
P18074, ERCC2 ,-3.173495581,-3.268508688,-3.415104795,-2.476966767,-2.929475682,-3.3286757
P18077, RPL35A ,1.056007651,0.910920997,0.78253055,0.662766221,0.537189083,1.021191535
P18084, ITGB5 ,-0.746983542,-0.51799607,-1.010696463,-0.526009916,-0.567194633,-0.099184941
P18124, RPL7 ,1.432176788,1.536738571,1.512207321,1.459476238,1.363039025,1.559655747
P18206, VCL ,6.25297736,6.341384499,6.017115633,6.701353691,6.259061293,6.317871013
P18428, LBP ,-3.651542878,-3.253423735,-3.799836434,-3.914206765,-3.857046021,-3.27449528
P18433, PTPRA ,-1.146839949,-1.495343968,-1.546307688,-1.54674443,-1.492458451,-1.021145327
P18583, SON ,-0.853550247,-1.368176001,-1.187069941,-1.21991221,-1.183020086,-0.92424259
P18615, NELFE ,-2.754373824,-3.134455673,-3.450597542,-2.886518457,-3.079903264,-3.315375339
P18621, RPL17 ,3.591351981,3.633811406,3.125233037,3.861920235,3.26733706,3.777069498
P18669, PGAM1 ,3.582499006,4.058019212,3.954758973,3.806906755,3.92402473,3.608966067
P18859, ATP5J ,2.620082381,4.054143205,4.332527043,3.173905007,4.224988392,3.437031022
P18887, XRCC1 ,-3.716298277,-3.75798284,-4.240951534,-3.589334906,-3.811710903,-3.678764573
P19021, PAM ,0.050843167,0.131410834,-0.137575903,0.018803883,0.172637682,-0.052396667
P19022, CDH2 ,4.380743206,4.045168812,4.131468382,5.042735906,4.693836684,4.92357145
P19105, MYL12A,1.582431731,1.831934965,1.680690942,1.77493428,2.02912773,1.759723544
P19174, PLCG1 ,1.864580271,1.553477054,1.619962488,1.910974629,1.796134879,1.884835982
P19237, TNNI1 ,0.723697874,4.682584548,-0.140304822,2.730614201,0.518156686,2.217446262
P19256, CD58 ,-0.623522415,-0.247080837,-1.00242314,-0.830271793,-0.198037964,-0.528153646
P19320, VCAM1 ,-3.461270271,-4.272896091,-4.286506401,-4.600576608,-4.198854726,-4.10419884
P19338, NCL ,3.395886366,3.545693666,3.192299562,3.597299965,3.453790558,3.630049505
P19367, HK1 ,5.032204313,5.167214795,5.083673099,5.084212018,5.02440532,5.031557606
P19387, POLR2C ,-0.778778066,-0.889612344,-0.894150003,-0.602026865,-0.867835417,-0.787089181
P19388, POLR2E ,-0.311624108,-0.281732383,-0.409209174,-0.30050439,-0.567562573,-0.17047337
P19404, NDUFV2 ,4.593139449,4.356053328,4.35030105,4.132848183,4.322693496,4.503676742
P19429, TNNI3 ,4.880139646,6.705780282,6.260838415,6.45175666,6.801769165,5.345279758
P19447, ERCC3 ,-2.562442657,-2.089160372,-2.884755907,-2.522168176,-3.038478055,-2.503725526
P19474, TRIM21 ,-1.33590768,-1.423264068,-1.430890436,-1.425094294,-1.538960952,-1.420995548
P19525, EIF2AK2 ,0.203938945,0.77480005,0.365792657,0.48787255,0.37921339,0.000863693
P19623, SRM ,-2.244089425,-3.033832838,-1.151484146,-2.721155599,-1.917185195,-2.02398643
P19634, SLC9A1 ,-2.208919547,-2.024377188,-2.25276933,-1.894160027,-2.524792602,-2.410343984
P19652, ORM2 ,1.836535519,1.500351756,1.580092948,0.776504689,1.142005433,0.697894812
P19784, CSNK2A2 ,-0.383789923,-0.022022927,-0.297120575,-0.243767236,0.163207547,-0.254108729
P19793, RXRA,-1.92627144,-1.487141316,-1.761996864,-1.434983681,-1.14866637,-1.407111428
P19823, ITIH2 ,2.941944931,3.509496476,2.688578592,2.448447311,2.649840256,2.349052216
P19827, ITIH1 ,3.023645085,3.207106416,3.102018324,2.981509855,2.750496469,2.426281186
P19838, NFKB1 ,1.243568475,1.768013897,1.385759904,1.054007522,1.19469987,1.241304603
P19878, NCF2 ,-2.437893979,-2.812028661,-2.62866111,-2.782082721,-2.867578666,-3.252716251
P19971, TYMP ,0.498068724,0.392348661,0.794340876,0.513300861,0.985128982,0.312146777
P20020, ATP2B1 ,0.314933977,-0.018808686,0.191648688,-0.097972733,-0.086048725,0.440101464
P20036, HLA-DPA1 ,-2.882973007,-3.810770621,-1.93450573,-2.780322514,-2.473280685,-2.856541906
P20042, EIF2S2 ,1.488981414,1.850326317,1.44349457,1.578025172,1.76274353,1.756643113
P20073, ANXA7 ,2.717982891,2.899088925,3.012527989,2.850368239,2.805103678,2.443876173
P20231, TPSB2,0.574876924,-0.131843071,0.163907263,0.712445693,0.879162286,0.45622113
P20290, BTF3 ,2.053485965,1.590851522,1.064809101,1.955667897,1.812132729,1.989983993
P20336, RAB3A ,0.16147966,0.075054751,0.310140305,-0.007509203,-0.032413006,-0.133516274
P20338, RAB4A ,0.865907497,0.837541241,0.953819346,0.808192968,0.827605395,0.955119233
P20339, RAB5A ,1.928325677,1.94824071,1.575750555,1.897979343,1.586692685,1.608494028
P20340, RAB6A ,2.103944661,2.402491219,2.385424263,2.516034102,1.997349022,2.10739811
P20585, MSH3 ,-7.706896209,-6.925455735,-6.984879061,-7.277580399,-6.558550553,-6.513265582
P20591, MX1 ,-0.009247202,-0.703427463,0.032889604,-0.316624646,-0.249897158,-0.037544535
P20592, MX2 ,-4.493561635,-4.318042999,-3.678928464,-4.434499134,-4.242446325,-4.694973808
P20618, PSMB1 ,1.792721275,1.335934969,1.335850194,1.529371855,1.331534295,1.658602154
P20645, M6PR ,-0.795571366,-0.823799066,-1.041993942,-1.234599561,-1.110189808,-0.634177858
P20671, HIST1H2AD,1.275711966,1.632014402,1.575238825,0.855754962,2.405008585,1.689706665
P20674, COX5A ,2.7059906,3.145829342,3.384402265,3.138771621,3.648949795,3.342795332
P20700, LMNB1 ,2.535803115,2.238359886,2.374877557,2.484429689,2.719918692,2.59212477
P20774, OGN ,3.02E-05,0.541776785,0.641729395,0.872331783,0.714203944,0.04360674
P20810, CAST ,5.5286543,5.271074682,5.174419366,5.323825947,5.39990121,5.220067712
P20851, C4BPB ,1.296120982,1.183725036,1.256825214,1.656606852,1.274479745,1.125798388
P20933, AGA ,-1.989270981,-1.753451188,-2.111736494,-3.631712673,-2.890687124,-1.747372834
P20936, RASA1 ,-3.618403635,-3.74302503,-3.632604483,-3.483443737,-3.87314682,-3.729948857
P20962, PTMS ,-3.311239074,-2.565705568,-2.618861289,-3.320541776,-2.344870536,-3.118726516
P21246, PTN ,-2.662981802,-1.937971224,-2.207159299,-1.965685595,-1.513453287,-2.287690144
P21266, GSTM3 ,2.213953192,2.764705293,2.818302585,2.412186041,1.889452802,1.314353746
P21281, ATP6V1B2 ,0.713044304,0.657906353,0.510977037,0.332104571,0.67725953,0.590668789
P21283, ATP6V1C1 ,-0.550855635,-0.447498699,-0.293330841,-0.216833877,-0.528775347,-0.369817611
P21291, CSRP1 ,1.634819857,1.736058314,1.650281865,1.036825117,2.093280109,1.981884583
P21333, FLNA ,5.111855366,5.026514449,5.137416932,5.106308848,5.777756732,5.213726833
P21359, NF1 ,-3.589812165,-4.007353467,-3.672302315,-3.541890009,-3.824728491,-3.50666788
P21397, MAOA ,3.716098407,3.290330954,3.177119779,3.440017696,3.741397181,3.638177137
P21399, ACO1 ,3.12370425,3.315795498,3.122696315,2.989753388,3.248301014,2.886468578
P21579, SYT1,-1.129368647,-1.417969124,-1.516548981,-1.791034261,-1.725896657,-1.055613506
P21589, NT5E ,0.844972685,1.164791949,0.443634754,-0.235704651,0.2897944,1.320625147
P21695, GPD1 ,1.637865912,1.577329289,1.844019755,1.426784225,1.855433662,1.307944213
P21796, VDAC1 ,5.547645391,5.424596674,5.625456707,5.292372786,5.824366366,5.700071757
P21810, BGN ,1.100472244,2.011401768,2.059659939,1.333883282,1.495835603,1.564762967
P21912, SDHB ,4.890161953,4.954506504,5.101551975,4.823234263,5.363573865,4.995048927
P21926, CD9 ,2.593055972,1.895642184,2.175770205,2.302443391,2.38937521,2.844592776
P21953, BCKDHB ,2.192735741,1.99784015,2.149799545,1.644918443,1.974048063,1.782619483
P21964, COMT ,0.072771041,-0.050938315,0.282663709,0.436166843,0.059248724,0.207815087
P21980, TGM2 ,4.485819657,4.215130587,4.239550106,4.127999111,3.785610322,3.906191343
P22033, MUT ,4.228385448,3.963535784,4.240599324,4.170188152,4.287799952,4.388209598
P22059, OSBP ,2.568981034,2.351092816,2.453065765,2.545134189,2.388348015,2.488242803
P22061, PCMT1 ,4.303873961,3.070170771,4.35868851,4.88101863,4.125384746,4.065561089
